0.13879	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.08694	0.17024	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.13350	0.09465	0.17471	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.01897	0.03655	0.02586	0.11867	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00320	0.01267	0.00753	0.00899	0.05782	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.00766	-0.01725	-0.00661	0.01088	0.01609	0.04028	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.00328	-0.00714	-0.01984	-0.00267	0.01649	-0.01134	0.05684	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00225	-0.01848	0.00111	-0.01419	0.01478	0.00904	0.01368	0.05528	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.01651	-0.01730	0.00027	0.00905	0.01137	0.00540	-0.00827	0.01382	0.05395	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.00345	0.01137	0.00534	-0.00946	-0.02128	0.00644	-0.01688	-0.01727	-0.00699	0.06653	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00260	0.01329	0.02831	-0.02343	-0.03461	-0.02608	-0.00715	-0.02005	0.01130	0.02225	0.07858	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00244	0.01970	0.00747	-0.01206	-0.02657	-0.00913	0.00046	0.00590	-0.00014	0.02195	0.02879	0.05317	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.00308	-0.01305	-0.02403	0.01168	0.02503	0.00441	-0.01326	0.01596	-0.00262	-0.00893	-0.01145	-0.00464	0.07422	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.00304	-0.02987	-0.00915	-0.01420	-0.02387	0.00856	-0.00282	-0.01513	0.00689	0.00588	0.00154	-0.00482	-0.01690	0.05774	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00728	0.00491	-0.00655	-0.02342	-0.02134	0.00489	0.01707	-0.02493	-0.03116	-0.00983	0.02492	0.02581	-0.02859	0.03019	0.08044	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00288	0.00175	-0.00126	-0.02272	-0.00451	-0.00297	-0.00116	0.01173	-0.00857	-0.00764	0.00374	0.00693	-0.01618	0.03859	0.02886	0.03798	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00066	0.00861	0.00767	0.00779	0.01778	-0.00566	0.00334	-0.01734	-0.00503	0.02182	0.01541	-0.01282	0.02411	-0.02092	0.01404	0.00742	0.08776	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.01751	-0.00907	0.00010	-0.00083	-0.01228	-0.00087	-0.01523	-0.01364	0.00468	0.02382	-0.01193	-0.00790	0.00479	0.01465	-0.00133	-0.00709	-0.00714	0.04839	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.01203	-0.01127	-0.00688	-0.00971	-0.02557	-0.00800	0.01383	-0.00318	0.00351	-0.01128	0.01729	-0.01042	-0.00813	0.01699	0.01161	-0.00106	-0.04012	0.02152	0.05631	0.00000	0.00000	0.00000	0.00000	0.00000
-0.01470	0.01362	-0.00160	-0.01504	-0.01586	-0.01240	0.00922	0.00777	-0.00628	-0.01954	0.00357	0.02290	-0.01578	0.04025	0.00714	0.00411	-0.02159	0.01937	0.03328	0.04475	0.00000	0.00000	0.00000	0.00000
-0.01577	0.00271	-0.02949	0.01040	0.03925	-0.01531	0.00765	0.05215	-0.04183	-0.04392	0.01607	0.02615	0.06286	0.02041	0.00896	-0.02080	0.00121	-0.00903	-0.02357	-0.02009	0.08728	0.00000	0.00000	0.00000
-0.00264	0.00588	-0.00208	-0.01235	-0.02485	-0.00629	0.01043	-0.01790	-0.02295	0.02727	0.01664	-0.01464	-0.00921	-0.00034	-0.00291	0.00880	0.02341	-0.02256	-0.00003	-0.02100	-0.00560	0.10148	0.00000	0.00000
-0.01434	0.03057	-0.01725	-0.00883	-0.03345	0.00124	0.01110	-0.04284	-0.03922	-0.00567	0.01952	0.04031	0.03185	0.00908	0.01230	0.00094	0.04927	-0.00240	-0.03490	-0.00734	0.01046	0.04879	0.05274	0.00000
0.01277	0.02133	-0.04835	-0.01562	-0.02661	-0.00805	0.01699	0.00278	-0.01187	-0.00124	0.05354	-0.01552	-0.01964	0.01501	-0.02574	0.02226	0.00239	-0.01943	-0.00195	-0.00423	0.01689	0.02428	0.01172	0.04603
