0.13725	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.08485	0.17174	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.13588	0.09261	0.17383	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.02097	0.03510	0.02610	0.11763	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00245	0.01262	0.00774	0.01032	0.05828	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.00766	-0.01554	-0.00663	0.01151	0.01691	0.04086	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.00355	-0.00472	-0.01976	-0.00209	0.01674	-0.01059	0.05704	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00240	-0.01538	-0.00003	-0.01460	0.01318	0.01270	0.01623	0.05745	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.01569	-0.01782	-0.00037	0.01096	0.01217	0.00570	-0.00858	0.01383	0.05425	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.00214	0.01007	0.00620	-0.00936	-0.01967	0.00480	-0.01863	-0.01834	-0.00748	0.06610	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00468	0.01261	0.02732	-0.02509	-0.03376	-0.02703	-0.00880	-0.02071	0.01215	0.02150	0.07784	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00405	0.02023	0.00847	-0.01207	-0.02684	-0.00927	0.00075	0.00553	-0.00103	0.02240	0.02847	0.05331	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.00383	-0.01297	-0.02606	0.00962	0.02403	0.00579	-0.01341	0.01660	-0.00432	-0.01070	-0.01069	-0.00435	0.07348	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.00319	-0.02941	-0.00888	-0.01499	-0.02054	0.00904	-0.00296	-0.01601	0.00797	0.00669	0.00149	-0.00480	-0.01793	0.05763	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00853	0.00517	-0.00505	-0.02223	-0.01826	0.00270	0.01740	-0.02806	-0.02954	-0.00771	0.02248	0.02705	-0.03110	0.02938	0.08090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00225	0.00318	0.00054	-0.02291	-0.00312	-0.00294	0.00051	0.01194	-0.00765	-0.00723	0.00200	0.00815	-0.01770	0.03926	0.02827	0.03785	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00218	0.00434	0.00552	0.00991	0.01774	-0.01144	-0.00157	-0.01806	-0.00470	0.02003	0.01630	-0.01314	0.02492	-0.02174	0.01596	0.00829	0.08911	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.01728	-0.01185	0.00047	-0.00244	-0.01194	-0.00184	-0.01579	-0.01316	0.00295	0.02194	-0.01234	-0.00623	0.00297	0.01270	-0.00248	-0.00718	-0.00647	0.04749	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.01269	-0.01008	-0.00676	-0.00948	-0.02622	-0.00715	0.01694	-0.00167	0.00370	-0.01085	0.01663	-0.00990	-0.00948	0.01783	0.01076	-0.00230	-0.03836	0.01786	0.05584	0.00000	0.00000	0.00000	0.00000	0.00000
-0.01650	0.01432	0.00223	-0.01691	-0.01703	-0.00834	0.01510	0.00873	-0.00755	-0.01834	0.00393	0.02521	-0.01560	0.04135	0.00420	0.00325	-0.01918	0.01664	0.02958	0.04399	0.00000	0.00000	0.00000	0.00000
-0.01738	0.00361	-0.03410	0.00575	0.04084	-0.01527	0.00404	0.05153	-0.04014	-0.04251	0.01660	0.02444	0.06064	0.01839	0.01490	-0.01887	0.00089	-0.00732	-0.01991	-0.01668	0.08676	0.00000	0.00000	0.00000
0.00280	0.00405	-0.00420	-0.01296	-0.01972	-0.00776	0.00427	-0.02096	-0.01801	0.03170	0.01968	-0.01457	-0.00361	0.00259	0.00172	0.00657	0.02220	-0.01686	0.00586	-0.01925	-0.00454	0.10363	0.00000	0.00000
-0.00981	0.02736	-0.01832	-0.01117	-0.02722	-0.00515	0.00285	-0.04926	-0.03717	-0.00625	0.02030	0.04220	0.03570	0.00897	0.01600	0.00224	0.04924	0.00256	-0.03015	-0.00527	0.01162	0.05073	0.05466	0.00000
0.01545	0.02088	-0.04951	-0.01750	-0.02129	-0.01213	0.01532	-0.00202	-0.00462	-0.00094	0.05260	-0.01683	-0.01506	0.01445	-0.02333	0.02349	0.00371	-0.01831	0.00277	0.00083	0.02070	0.02723	0.01760	0.04663
